date,action,reward,done,vr-deployment_num_clients,vr-deployment_network_delay,vr-deployment_num_pods,vr-deployment_cpu_usage,vr-deployment_max_cpu,vr-deployment_traffic_in,vr-deployment_traffic_out,vr-deployment_latency,vr-deployment_stall_duration,vr-deployment_stall_count,vr-deployment_n_720_z1,vr-deployment_n_1080_z1,vr-deployment_n_4k_z1,vr-deployment_n_720_z2,vr-deployment_n_1080_z2,vr-deployment_n_4k_z2,vr-deployment_n_720_z3,vr-deployment_n_1080_z3,vr-deployment_n_4k_z3,vr-deployment_n_sw_z1,vr-deployment_n_sw_z2,vr-deployment_n_sw_z3
2026-03-08 17:00:14,14,-0.10687505082415605,0,26,16,15,67,74,972,19507,0.03900170332720781,0.031747538461538466,0.11538461538461539,9.538461538461538,1.2307692307692308,66.1923076923077,87.38461538461539,12.307692307692308,516.0,492.0,93.8076923076923,2415.6923076923076,4.0,3.0,3.8846153846153846
2026-03-08 17:01:18,18,-0.156,0,29,14,19,48,53,1108,21120,0.028772897728593816,0.0,0.0,10.586206896551724,1.0344827586206897,71.06896551724138,115.3103448275862,24.82758620689655,521.3793103448276,742.3448275862069,153.31034482758622,2329.2413793103447,9.241379310344827,9.379310344827585,11.10344827586207
2026-03-08 17:02:25,3,-0.6086761365427309,0,30,14,4,97,99,297,3611,0.19313757011905397,40.57240193333333,20.8,9.233333333333333,1.3333333333333333,11.333333333333334,96.73333333333333,12.833333333333334,65.63333333333334,556.4,68.9,228.8,5.033333333333333,3.1333333333333333,2.3666666666666667
2026-03-08 17:03:28,13,-0.26554289891852567,0,28,13,14,67,76,1047,19900,0.03734940028992863,1.62954975,2.0357142857142856,5.607142857142857,0.32142857142857145,69.64285714285714,58.0,19.142857142857142,527.4285714285714,441.5357142857143,45.964285714285715,2459.785714285714,2.142857142857143,4.0,2.3214285714285716
2026-03-08 17:04:32,15,-0.11699999999999999,0,26,12,16,61,68,1079,23300,0.030409617724888746,0.0,0.0,6.846153846153846,0.038461538461538464,75.42307692307692,57.84615384615385,21.846153846153847,578.7692307692307,445.5,76.5,2688.0,2.1153846153846154,4.1923076923076925,2.076923076923077
2026-03-08 17:05:37,4,-0.611791238304021,0,27,10,5,96,98,301,4673,0.14395167709121134,35.97205481481481,25.296296296296298,5.555555555555555,0.5185185185185185,20.703703703703702,55.407407407407405,17.77777777777778,141.03703703703704,388.55555555555554,67.88888888888889,587.8888888888889,3.2962962962962963,3.3703703703703702,2.3703703703703702
2026-03-08 17:06:42,6,-0.6267913294406825,0,27,11,7,91,95,516,9404,0.09531544459588692,23.90234803703704,31.333333333333332,5.962962962962963,0.37037037037037035,32.0,53.333333333333336,21.62962962962963,231.7037037037037,411.6666666666667,80.88888888888889,1002.4444444444445,2.6296296296296298,4.148148148148148,2.5925925925925926
2026-03-08 17:07:48,3,-0.6267612862539447,0,25,10,4,91,98,269,4016,0.1637676445759557,38.10368048,23.56,5.52,0.52,18.72,57.28,14.4,126.4,391.56,67.08,507.0,3.56,3.72,2.6
2026-03-08 17:08:53,5,-0.6358470505827799,0,26,11,6,88,95,401,6715,0.11423930995039179,29.214435423076925,30.23076923076923,7.461538461538462,0.5769230769230769,25.076923076923077,66.46153846153847,19.384615384615383,179.07692307692307,457.5,99.0,735.0,3.230769230769231,3.6153846153846154,2.5
2026-03-08 17:09:57,15,-0.129,0,23,12,16,57,63,946,18845,0.02977430785481706,0.0,0.0,5.173913043478261,0.4782608695652174,77.82608695652173,46.95652173913044,24.130434782608695,596.7391304347826,401.8695652173913,50.52173913043478,2803.2608695652175,2.3043478260869565,4.913043478260869,2.260869565217391
2026-03-08 17:11:00,19,-0.165,0,21,10,20,45,49,955,21245,0.02437047769871325,0.0,0.0,2.8095238095238093,0.47619047619047616,85.23809523809524,32.76190476190476,7.619047619047619,667.8095238095239,222.85714285714286,65.0,3164.5714285714284,2.4761904761904763,2.6666666666666665,1.9047619047619047
2026-03-08 17:12:03,19,-0.165,0,21,12,20,45,50,884,18233,0.027081548325163577,0.0,0.0,5.714285714285714,0.0,80.61904761904762,48.0,22.857142857142858,619.8095238095239,403.0,66.85714285714286,2897.1428571428573,2.3333333333333335,4.714285714285714,1.8571428571428572
2026-03-08 17:13:07,10,-0.06791593914177882,0,24,14,11,81,85,788,16352,0.04821596538337033,0.030571458333333332,0.16666666666666666,7.75,1.7916666666666667,59.0,97.33333333333333,10.0,441.0,537.875,68.25,2067.0,4.0,2.625,3.4583333333333335
2026-03-08 17:14:10,8,-0.6314376365506433,0,26,13,9,89,93,695,14072,0.06804078126374274,10.194973884615383,28.115384615384617,7.8076923076923075,0.3076923076923077,43.23076923076923,87.6923076923077,23.384615384615383,299.6923076923077,562.5,58.5,1381.5,2.5,4.0,3.230769230769231
2026-03-08 17:15:15,3,-0.6086045854440337,0,28,11,4,97,99,256,3602,0.19400085408373102,41.03282110714286,19.571428571428573,6.607142857142857,0.5,13.5,61.42857142857143,23.785714285714285,79.64285714285714,473.57142857142856,53.964285714285715,276.14285714285717,3.8214285714285716,4.785714285714286,2.392857142857143
2026-03-08 17:16:22,3,-0.6297017993019236,0,25,12,4,90,98,265,3183,0.18136810180537227,39.6381684,21.68,8.08,0.2,14.48,78.72,22.08,81.28,536.64,54.6,296.4,2.96,4.72,2.6
2026-03-08 17:17:25,9,-0.31992964483123126,0,22,12,10,79,91,719,14248,0.054271008826837795,1.3360209545454547,3.909090909090909,6.818181818181818,0.09090909090909091,55.95454545454545,61.81818181818182,19.636363636363637,421.45454545454544,457.3636363636364,79.77272727272727,1914.5454545454545,1.9090909090909092,4.181818181818182,2.772727272727273
2026-03-08 17:18:28,11,-0.075,0,21,12,12,75,81,774,16057,0.03816374577739078,0.0,0.0,6.428571428571429,0.09523809523809523,68.71428571428571,59.42857142857143,18.666666666666668,523.8095238095239,451.2857142857143,70.57142857142857,2412.4285714285716,2.4285714285714284,4.380952380952381,2.619047619047619
2026-03-08 17:19:32,18,-0.159,0,19,14,19,47,53,805,18002,0.031196065601445014,0.0,0.0,7.473684210526316,1.736842105263158,74.15789473684211,96.84210526315789,9.68421052631579,560.421052631579,531.6315789473684,57.473684210526315,2662.2631578947367,4.526315789473684,2.6842105263157894,3.0
2026-03-08 17:20:35,12,-0.102,0,17,12,13,66,70,691,14427,0.033195190241678836,0.0,0.0,5.529411764705882,0.058823529411764705,74.70588235294117,48.94117647058823,24.941176470588236,568.4705882352941,431.29411764705884,52.76470588235294,2647.4117647058824,2.411764705882353,4.764705882352941,2.0
2026-03-08 17:21:37,8,-0.07717052490340243,0,15,12,9,77,83,545,12024,0.04709151172321424,0.005701,0.13333333333333333,7.666666666666667,0.13333333333333333,61.46666666666667,68.8,17.066666666666666,468.26666666666665,512.2,75.4,2113.8,1.8,3.4,2.533333333333333
2026-03-08 17:22:41,18,-0.186,0,12,11,19,38,45,508,10301,0.025839005798902703,0.0,0.0,4.5,0.25,82.66666666666667,38.0,24.0,637.3333333333334,357.5,52.0,2999.75,3.0,4.666666666666667,2.0833333333333335
2026-03-08 17:23:44,19,-0.189,0,12,13,20,37,43,499,10200,0.02801658745711122,0.0,0.0,5.416666666666667,0.0,81.5,57.333333333333336,22.666666666666668,615.3333333333334,445.25,19.5,2925.0,2.5,4.916666666666667,1.3333333333333333
2026-03-08 17:24:47,5,-0.16835057656612634,0,11,14,6,80,87,349,6763,0.05899803730197428,0.37900500000000004,1.6363636363636365,6.636363636363637,1.0,55.27272727272727,81.45454545454545,8.0,413.8181818181818,464.45454545454544,124.0909090909091,1864.909090909091,4.636363636363637,2.727272727272727,5.818181818181818
2026-03-08 17:25:50,14,-0.21152864368636123,1,13,16,15,53,57,531,11297,0.03724864595321095,0.2080273846153846,1.0769230769230769,11.153846153846153,1.0769230769230769,67.0,100.92307692307692,10.461538461538462,522.4615384615385,546.0,108.0,2436.0,3.6153846153846154,2.6923076923076925,4.0
2026-03-08 17:26:54,19,-0.153,0,28,17,20,49,53,1149,24245,0.033879167363939325,0.0,0.0,14.214285714285714,0.2857142857142857,66.89285714285714,119.28571428571429,9.428571428571429,522.4285714285714,664.2857142857143,111.42857142857143,2398.6071428571427,3.9285714285714284,4.214285714285714,5.25
2026-03-08 17:27:59,7,-0.632487651893303,0,26,15,8,89,92,555,10052,0.07652595980982965,14.507084692307696,31.53846153846154,8.615384615384615,1.4615384615384615,37.46153846153846,89.84615384615384,12.923076923076923,277.53846153846155,514.5,147.0,1192.5,4.884615384615385,3.6923076923076925,6.653846153846154
2026-03-08 17:29:02,9,-0.6325583015893358,0,28,17,10,84,92,752,12661,0.06566781865084144,6.471965607142857,18.464285714285715,10.071428571428571,0.14285714285714285,45.142857142857146,86.0,13.928571428571429,342.92857142857144,540.3928571428571,208.35714285714286,1410.1785714285713,2.9285714285714284,4.321428571428571,7.392857142857143
2026-03-08 17:30:06,18,-0.15275111076580244,0,29,16,19,52,58,1174,24461,0.03174991078100947,0.015862310344827584,0.13793103448275862,14.137931034482758,1.1724137931034482,65.72413793103448,124.6896551724138,17.655172413793103,505.9310344827586,749.0689655172414,154.6551724137931,2256.6206896551726,9.413793103448276,9.310344827586206,10.586206896551724
2026-03-08 17:31:09,19,-0.153,0,30,16,20,49,57,1162,23988,0.030313160105368046,0.0,0.0,15.2,1.6333333333333333,63.86666666666667,140.53333333333333,19.733333333333334,485.3333333333333,837.2,148.2,2161.9,10.433333333333334,9.5,10.266666666666667
2026-03-08 17:32:15,4,-0.6297616259735017,0,30,18,5,90,98,341,4066,0.16028993841388764,37.0379247,24.1,13.0,0.9666666666666667,11.2,118.86666666666666,14.566666666666666,67.9,691.3666666666667,57.06666666666667,233.06666666666666,3.2333333333333334,3.7,2.566666666666667
2026-03-08 17:33:20,6,-0.6358723902986619,0,27,19,7,88,97,458,6635,0.11115861900910973,27.26527148148148,32.111111111111114,13.0,0.5925925925925926,20.74074074074074,114.96296296296296,21.037037037037038,138.66666666666666,730.8888888888889,102.55555555555556,505.55555555555554,2.814814814814815,4.592592592592593,3.2222222222222223
2026-03-08 17:34:24,14,-0.12411451787986576,0,29,20,15,65,73,1131,22127,0.045091389102603546,0.016676620689655173,0.3103448275862069,12.827586206896552,0.6896551724137931,61.13793103448276,113.65517241379311,14.344827586206897,469.2413793103448,755.7931034482758,195.0,1960.7586206896551,2.5517241379310347,4.206896551724138,5.344827586206897
2026-03-08 17:35:28,15,-0.11399999999999999,0,30,18,16,62,69,1118,22742,0.03883345297945453,0.0,0.0,13.566666666666666,0.2,62.8,118.66666666666667,8.266666666666667,485.6,691.6,166.4,2128.1,3.6666666666666665,3.566666666666667,6.166666666666667
2026-03-08 17:36:34,3,-0.6176909543035496,0,27,17,4,94,99,257,2213,0.19227116335219174,39.67789096296297,21.48148148148148,14.481481481481481,0.4444444444444444,7.592592592592593,123.55555555555556,15.11111111111111,41.48148148148148,723.6666666666666,39.0,115.55555555555556,2.8518518518518516,3.259259259259259,1.6666666666666667
2026-03-08 17:37:40,2,-0.6055830238815418,0,25,18,3,98,99,211,2039,0.23311742722050544,42.68455624,18.48,13.8,0.32,5.36,118.08,8.0,29.76,634.92,29.64,95.16,1.96,1.84,1.36
2026-03-08 17:38:44,5,-0.6508306365736989,0,27,19,6,83,97,402,5043,0.12306267422474802,29.98977444444445,29.333333333333332,13.481481481481481,0.3333333333333333,17.666666666666668,116.74074074074075,18.962962962962962,116.14814814814815,756.8888888888889,88.11111111111111,382.77777777777777,3.111111111111111,4.444444444444445,3.185185185185185
2026-03-08 17:39:50,5,-0.6328336511135102,0,29,20,6,89,97,383,4606,0.13909411889168838,33.38778586206897,27.724137931034484,13.724137931034482,0.9655172413793104,14.448275862068966,125.51724137931035,15.172413793103448,92.41379310344827,743.6896551724138,64.55172413793103,328.13793103448273,3.8620689655172415,4.344827586206897,2.8275862068965516
2026-03-08 17:40:53,8,-0.6349778161982236,0,28,19,9,88,92,642,10081,0.07849767578948343,13.887119035714289,28.392857142857142,13.071428571428571,0.5357142857142857,33.857142857142854,117.42857142857143,14.571428571428571,247.71428571428572,749.3571428571429,232.60714285714286,869.1428571428571,3.2142857142857144,4.571428571428571,5.392857142857143
2026-03-08 17:42:02,1,-0.6023171936551744,0,28,20,2,99,100,145,928,0.3883497662012923,49.996230928571435,12.357142857142858,12.071428571428571,0.10714285714285714,1.1785714285714286,98.0,3.142857142857143,5.714285714285714,498.64285714285717,16.714285714285715,5.571428571428571,1.1071428571428572,1.0357142857142858,0.6071428571428571
2026-03-08 17:43:07,7,-0.635733528322702,0,29,18,8,88,95,557,8692,0.09413211100213484,22.26135172413793,30.93103448275862,14.206896551724139,0.2413793103448276,25.20689655172414,123.3103448275862,14.068965517241379,179.86206896551724,731.5862068965517,135.82758620689654,679.1379310344828,2.2758620689655173,3.4827586206896552,4.0344827586206895
2026-03-08 17:44:17,1,-0.6023244363685135,0,29,20,2,99,99,143,803,0.3925241156042839,50.95514737931035,11.931034482758621,11.724137931034482,0.06896551724137931,1.1379310344827587,94.89655172413794,2.7586206896551726,5.793103448275862,494.8965517241379,2.689655172413793,6.724137931034483,1.0344827586206897,1.0,0.20689655172413793
2026-03-08 17:45:23,4,-0.6207198078940092,0,30,20,5,93,99,291,2987,0.17017322366237098,38.95456466666666,22.333333333333332,13.366666666666667,0.5333333333333333,9.733333333333333,116.0,11.2,61.86666666666667,660.4,76.7,184.6,2.1,2.933333333333333,2.066666666666667
2026-03-08 17:46:28,6,-0.6298599326350434,0,30,20,7,90,96,465,6642,0.11540200736033061,28.22258566666666,31.166666666666668,13.433333333333334,1.0333333333333334,18.9,123.46666666666667,19.466666666666665,124.0,796.9,87.1,417.3,4.3,5.766666666666667,3.4
2026-03-08 17:47:35,2,-0.6024892573607433,0,30,20,3,99,99,216,2076,0.27283407073077887,45.14873916666667,16.233333333333334,12.066666666666666,0.36666666666666664,4.8,102.13333333333334,7.733333333333333,28.0,578.5,36.4,57.2,2.3333333333333335,2.5,2.033333333333333
2026-03-08 17:48:38,10,-0.4132008959768784,0,30,19,11,84,89,880,14368,0.06379717697010065,3.202726566666666,5.466666666666667,11.133333333333333,0.43333333333333335,47.833333333333336,101.33333333333333,10.133333333333333,363.73333333333335,627.9,243.1,1445.6,2.7666666666666666,3.4,5.833333333333333
2026-03-08 17:49:48,1,-0.6024151838722833,0,27,20,2,99,99,139,861,0.3698411078282637,49.890101259259254,13.185185185185185,13.666666666666666,0.1111111111111111,0.4074074074074074,110.22222222222223,1.1851851851851851,2.074074074074074,548.8888888888889,4.333333333333333,0.0,0.8148148148148148,0.6296296296296297,0.18518518518518517
2026-03-08 17:51:02,0,-0.6020757098107263,0,26,20,1,99,99,79,374,0.7381767042530233,56.60343188461539,7.538461538461538,8.538461538461538,0.0,0.0,68.3076923076923,0.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0
2026-03-08 17:52:06,12,-0.25542775081458874,0,28,20,13,74,80,978,16216,0.053100288332838905,3.739159928571429,1.1785714285714286,11.75,0.9642857142857143,54.17857142857143,105.71428571428571,18.0,411.42857142857144,770.25,253.5,1585.0714285714287,3.2857142857142856,4.535714285714286,5.785714285714286
2026-03-08 17:53:10,15,-0.11399999999999999,1,29,20,16,62,69,1159,23062,0.04286854949755109,0.0,0.0,12.793103448275861,0.7586206896551724,62.55172413793103,115.44827586206897,15.10344827586207,478.2758620689655,744.3103448275862,246.6206896551724,1977.103448275862,2.1724137931034484,3.6551724137931036,4.724137931034483
2026-03-08 17:54:14,14,-0.156,0,15,1,15,48,57,652,13879,0.013380120844451112,0.0,0.0,1.0,0.0,92.46666666666667,8.0,0.0,739.7333333333333,39.0,5.2,3601.0,1.0,1.0,1.1333333333333333
2026-03-08 17:55:16,8,-0.2029806114272758,0,17,0,9,84,87,570,14335,0.03876704289110185,0.697506882352941,2.2941176470588234,1.0,0.0,66.11764705882354,8.0,0.0,528.9411764705883,39.0,0.0,2578.5882352941176,1.0,1.0,1.0
2026-03-08 17:56:18,9,-0.12002113472685164,0,19,0,10,79,88,642,13144,0.03640904277291631,0.2222473684210526,0.8421052631578947,1.0,0.0,69.3157894736842,8.0,0.0,554.5263157894736,39.0,0.0,2703.315789473684,1.0,1.0,1.0
2026-03-08 17:57:21,16,-0.13799999999999998,0,20,1,17,54,59,924,21663,0.014103905791485094,0.0,0.0,1.0,0.0,91.7,8.0,0.0,733.6,39.0,7.8,3568.5,1.0,1.0,1.2
2026-03-08 17:58:24,11,-0.15339929619168563,0,19,2,12,73,80,752,16742,0.02465464548291345,0.31986284210526317,1.0526315789473684,1.0,0.0,79.52631578947368,8.0,0.0,636.2105263157895,41.05263157894737,16.42105263157895,3083.0526315789475,1.0,1.0,1.4210526315789473
2026-03-08 17:59:27,17,-0.144,0,21,1,18,52,58,1017,23608,0.011885803199705268,0.0,0.0,1.0,0.0,94.95238095238095,8.0,0.0,759.6190476190476,39.0,9.285714285714286,3693.8571428571427,1.0,1.0,1.2380952380952381
2026-03-08 18:00:42,0,-0.6502750840275457,0,24,0,1,83,83,124,3978,0.5664220707491867,54.77838754166666,9.666666666666666,1.0416666666666667,0.0,9.625,8.666666666666666,0.3333333333333333,76.33333333333333,50.375,30.875,334.75,1.0416666666666667,1.2083333333333333,1.625
2026-03-08 18:01:44,17,-0.3030089633552575,0,24,0,18,60,70,933,21449,0.02292738665340047,4.217460833333334,1.0416666666666667,1.0,0.0,79.41666666666667,8.0,0.0,635.3333333333334,39.0,1.625,3095.625,1.0,1.0,1.0416666666666667
2026-03-08 18:02:49,4,-0.641750097263804,0,26,0,5,86,95,330,8377,0.11958222341378763,34.45782823076924,25.153846153846153,1.0,0.0,26.576923076923077,8.0,0.0,212.6153846153846,39.0,0.0,1036.5,1.0,1.0,1.0
2026-03-08 18:03:53,6,-0.6507228777501061,0,23,2,7,83,93,498,10735,0.07171110750127026,18.16620669565218,32.78260869565217,1.0,0.0,43.0,8.0,1.0434782608695652,342.95652173913044,59.34782608695652,11.869565217391305,1644.7826086956522,1.0,1.1304347826086956,1.3043478260869565
2026-03-08 18:04:57,12,-0.16966201766398253,0,24,1,13,78,86,944,20814,0.02591791412428682,0.6570770833333333,1.4166666666666667,1.0,0.0,77.25,8.0,0.0,618.0,39.0,4.875,3007.875,1.0,1.0,1.125
2026-03-08 18:06:01,4,-0.6206899814542802,0,25,0,5,93,94,355,8123,0.11087397860950844,32.20941612,25.2,1.0,0.0,28.6,8.0,0.0,228.8,39.0,0.0,1115.4,1.0,1.0,1.0
2026-03-08 18:07:04,16,-0.23900585412722775,0,22,0,17,62,73,901,19647,0.0191573722663557,0.4105906818181818,1.9090909090909092,1.0,0.0,84.4090909090909,8.0,0.0,675.2727272727273,39.0,0.0,3291.9545454545455,1.0,1.0,1.0
2026-03-08 18:08:06,16,-0.084,0,25,0,17,72,79,1012,25118,0.02229381564192269,0.0,0.0,1.0,0.0,80.04,8.0,0.0,640.32,39.0,0.0,3121.56,1.0,1.0,1.0
2026-03-08 18:09:09,5,-0.6448032098733525,0,23,1,6,85,93,382,8685,0.0849776390910013,25.76399860869565,30.695652173913043,1.0,0.0,34.65217391304348,8.0,0.0,277.2173913043478,39.0,5.086956521739131,1346.3478260869565,1.0,1.0,1.1304347826086956
2026-03-08 18:10:15,3,-0.620742224681859,0,21,0,4,93,95,264,6456,0.1285353864532392,35.50290838095238,24.476190476190474,1.0,0.0,26.095238095238095,8.0,0.0,208.76190476190476,39.0,0.0,1017.7142857142857,1.0,1.0,1.0
2026-03-08 18:11:17,12,-0.209165441424374,0,23,1,13,72,81,873,19945,0.026049013221330502,1.2778120434782607,1.4782608695652173,1.0,0.0,77.0,8.0,0.0,616.0,39.0,18.652173913043477,2984.3478260869565,1.0,1.0,1.4782608695652173
2026-03-08 18:12:29,0,-0.602145218007495,0,21,3,1,99,99,77,370,0.594462647867994,54.74844514285715,8.857142857142858,9.857142857142858,0.0,0.0,78.85714285714286,0.0,0.0,384.42857142857144,0.0,0.0,0.0,0.0,0.0
2026-03-08 18:13:32,16,-0.2545436450110148,0,20,5,17,53,59,919,20546,0.018147237723217,1.7309641999999996,1.05,2.0,0.0,87.95,16.0,0.0,703.6,81.9,40.95,3385.2,1.0,1.0,2.15
2026-03-08 18:14:35,14,-0.111,0,21,5,15,63,68,959,22475,0.020280282359406772,0.0,0.0,2.142857142857143,0.0,85.95238095238095,17.142857142857142,0.0,687.6190476190476,85.42857142857143,31.571428571428573,3318.714285714286,1.0,1.0,1.8095238095238095
2026-03-08 18:15:37,18,-0.15,0,24,5,19,50,54,1146,24725,0.015829605110204845,0.0,0.0,3.3333333333333335,0.0,90.5,26.666666666666668,0.0,724.0,130.0,26.0,3503.5,2.5,2.5,3.2083333333333335
2026-03-08 18:16:41,7,-0.638465456197392,0,26,6,8,87,93,621,13605,0.06981638331393844,14.698190384615389,31.23076923076923,1.9230769230769231,0.0,44.92307692307692,15.384615384615385,0.0,359.38461538461536,93.0,27.0,1707.0,1.0,1.0,1.5769230769230769
2026-03-08 18:17:44,8,-0.48892289892756396,0,23,7,9,84,92,692,15775,0.05370383000370981,2.52387047826087,8.130434782608695,2.5652173913043477,0.043478260869565216,57.47826086956522,20.869565217391305,8.0,451.82608695652175,157.69565217391303,44.08695652173913,2141.608695652174,1.4782608695652173,2.1739130434782608,1.7826086956521738
2026-03-08 18:18:47,10,-0.10264300648682945,0,23,8,11,73,88,791,17104,0.03936779798593765,0.02609452173913044,0.34782608695652173,2.0434782608695654,0.08695652173913043,69.73913043478261,19.47826086956522,8.0,547.4782608695652,156.0,50.869565217391305,2596.0434782608695,1.2608695652173914,2.3043478260869565,1.9565217391304348
2026-03-08 18:19:50,15,-0.129,1,21,8,16,57,61,912,18979,0.022958014025086397,0.0,0.0,1.7619047619047619,0.0,85.38095238095238,15.238095238095237,8.0,673.9047619047619,139.28571428571428,65.0,3194.285714285714,1.0952380952380953,2.3333333333333335,1.8571428571428572
2026-03-08 18:20:54,6,-0.10662364464699206,0,9,13,7,69,76,327,6885,0.04549631932625829,0.00975511111111111,0.2222222222222222,7.0,0.0,65.44444444444444,79.11111111111111,21.333333333333332,479.1111111111111,524.3333333333334,47.666666666666664,2253.3333333333335,1.8888888888888888,5.0,2.888888888888889
2026-03-08 18:21:57,14,-0.186,0,8,13,15,38,44,340,7671,0.029364024457855676,0.0,0.0,7.375,0.125,78.25,74.0,24.0,588.0,516.75,63.375,2764.125,2.0,4.25,2.375
2026-03-08 18:23:00,5,-0.075,0,8,13,6,75,78,290,5837,0.046305478961041015,0.0,0.0,5.75,0.375,66.125,65.0,19.0,494.0,443.625,68.25,2305.875,3.125,4.125,2.875
2026-03-08 18:24:04,5,-0.2518430030538798,0,10,12,6,85,87,291,5407,0.056338054169914345,0.5892009,3.3,5.8,0.2,58.5,56.0,22.4,437.6,444.6,54.6,2016.3,2.4,4.9,2.3
2026-03-08 18:25:07,9,-0.141,0,8,10,10,53,59,333,7989,0.029605497829972842,0.0,0.0,3.875,0.625,78.75,41.0,9.0,616.0,263.25,63.375,2920.125,2.625,2.375,1.75
2026-03-08 18:26:10,9,-0.13199999999999998,0,10,9,10,56,65,407,8824,0.03024952442600095,0.0,0.0,2.3,0.2,79.0,25.6,8.8,617.6,218.4,66.3,2893.8,1.6,3.2,1.7
2026-03-08 18:27:13,10,-0.159,0,7,7,11,47,55,310,7694,0.022507537144395875,0.0,0.0,2.7142857142857144,0.0,86.71428571428571,21.714285714285715,6.857142857142857,686.8571428571429,144.85714285714286,44.57142857142857,3298.285714285714,1.2857142857142858,2.0,2.142857142857143
2026-03-08 18:28:16,11,-0.204,0,5,7,12,32,38,216,4793,0.01926712429063674,0.0,0.0,2.4,0.0,90.4,20.8,4.8,716.8,132.6,46.8,3439.8,1.8,2.0,1.6
2026-03-08 18:29:18,11,-0.165,0,7,7,12,45,48,314,6969,0.021258938027392836,0.0,0.0,1.8571428571428572,0.0,87.85714285714286,14.857142857142858,0.0,702.8571428571429,89.14285714285714,33.42857142857143,3376.285714285714,1.0,1.0,1.5714285714285714
2026-03-08 18:30:21,8,-0.14142260234915738,0,9,6,9,64,71,390,9878,0.02611871187074574,0.22635233333333338,0.4444444444444444,2.5555555555555554,0.0,82.0,20.444444444444443,0.8888888888888888,655.1111111111111,130.0,13.0,3154.6666666666665,1.0,1.1111111111111112,1.2222222222222223
2026-03-08 18:31:23,17,-0.17700000000000002,0,12,6,18,41,46,508,11545,0.017906217700310343,0.0,0.0,2.0,0.0,90.66666666666667,16.0,0.6666666666666666,724.6666666666666,107.25,22.75,3484.0,1.0,1.0833333333333333,1.5833333333333333
